"コード","銘柄名","市場","現在値","前日比(%)","ベータ(対TOPIX)"
"1925","大和ハウス工業","東P","4483.0","-55.0(-1.21%)","0.60"
"1926","ライト工業","東P","4065","-30.0(-0.73%)","0.49"
"1928","積水ハウス","東P","3339.0","-57.0(-1.68%)","0.79"
"1929","日特建設","東P","1151","-23.0(-1.96%)","0.61"
"192A","インテグループ","東G","1503","-7.0(-0.46%)","0.89"
"1930","北陸電気工事","東P","1608","-59.0(-3.54%)","0.84"
"1934","ユアテック","東P","2384","-92.0(-3.72%)","0.81"
"1938","日本リーテック","東P","2849","-72.0(-2.46%)","0.95"
"1939","四電工","東P","1960","-54.0(-2.68%)","0.69"
"1941","中電工","東P","4635","-190.0(-3.94%)","0.76"
"1942","関電工","東P","6470.0","-375.0(-5.48%)","0.81"
"1944","きんでん","東P","6916.0","-542.0(-7.27%)","0.66"
"1945","東京エネシス","東P","2323","+15.0(+0.65%)","0.95"
"1946","トーエネック","東P","2206","-118.0(-5.08%)","0.88"
"1948","弘電社","東S","6310","+70.0(+1.12%)","0.86"
"194A","ＷＯＬＶＥＳ　ＨＡＮＤ","東G","1402","+2.0(+0.14%)","0.96"
"1950","日本電設工業","東P","4425","-200.0(-4.32%)","0.84"
"1951","エクシオグループ","東P","2808.0","-109.0(-3.74%)","0.60"
"1952","新日本空調","東P","3365","-165.0(-4.67%)","1.23"
"1959","クラフティア","東P","8950.0","-386.0(-4.13%)","0.81"
"195A","ＭＵＳＣＡＴ　ＧＲＯＵＰ","東G","651","-15.0(-2.25%)","1.08"
"1960","サンテック","東S","1525","+21.0(+1.40%)","0.78"
"1961","三機工業","東P","2414","-161.0(-6.25%)","0.97"
"1963","日揮ＨＬＤＧ","東P","2594.0","-116.5(-4.30%)","1.09"
"1964","中外炉工業","東P","4365","-190.0(-4.17%)","1.06"
"1965","テクノ菱和","東S","6350","-460.0(-6.75%)","1.35"
"1966","高田工業所","東S","1618","-42.0(-2.53%)","1.08"
"1967","ヤマト","東S","2196","+0.0(+0.00%)","0.69"
"1968","太平電業","東P","2730","+13.0(+0.48%)","0.83"
"1969","高砂熱学工業","東P","4261.0","-259.0(-5.73%)","0.91"
"196A","ＭＦＳ","東G","251","+3.0(+1.21%)","0.97"
"1972","三晃金属工業","東S","1248","+3.0(+0.24%)","0.69"
"1975","朝日工業社","東P","3950","-195.0(-4.70%)","0.92"
"1976","明星工業","東P","1770","-10.0(-0.56%)","0.83"
"1979","大氣社","東P","3955","+220.0(+5.89%)","0.82"
"197A","タウンズ","東S","504","+1.0(+0.20%)","0.52"
"1980","ダイダン","東P","2550","-110.0(-4.14%)","1.27"
"1981","協和日成","東S","1337","-24.0(-1.76%)","0.45"
"1982","日比谷総合設備","東P","2993","-192.0(-6.03%)","1.07"
"198A","ＰｏｓｔＰｒｉｍｅ","東G","154","+2.0(+1.32%)","1.17"
"1992","神田通信機","東S","2751","+0.0(+0.00%)","0.23"
"1994","高橋カーテンウォール工業","東S","580","+4.0(+0.69%)","0.49"
"1997","暁飯島工業","東S","3595","-85.0(-2.31%)","0.58"
"1999","サイタＨＬＤＧ","福","4120","-50.0(-1.20%)","0.13"
"2001","ニップン","東P","2712","-1.0(-0.04%)","0.22"
"2002","日清製粉グループ本社","東P","2009.0","+67.5(+3.48%)","0.37"
"2003","日東富士製粉","東S","1753","-46.0(-2.56%)","0.39"
"2004","昭和産業","東P","3195","+35.0(+1.11%)","0.39"
"2009","鳥越製粉","東S","1078","-4.0(-0.37%)","0.42"
"200A","ＮＦ　日経半導体株指数連動型","東ETF","4266.0","+167.0(+4.07%)","1.52"
"2011","ＳＭＤＡＭ　Ａｃｔｉｖｅ","東ETF","807.3","-0.7(-0.09%)","0.71"
"2012","ｉＳ　米国債０−３ヶ月","東ETF","239.5","+0.8(+0.34%)","0.19"
"2013","ｉＳ　米国高配当株","東ETF","289.5","-0.9(-0.31%)","0.39"
"2014","ｉＳ　米国連続増配株","東ETF","295.2","-2.6(-0.87%)","0.54"
"2015","ｉＦ米国国債７−１０年　無","東ETF","2153.0","-7.0(-0.32%)","0.13"
"2016","ｉＦ米国国債７−１０年　有","東ETF","1787.0","-11.0(-0.61%)","-0.03"
"2017","ｉＦ　ＪＰＸプライム１５０","東ETF","1445.0","+3.0(+0.21%)","0.93"
"2018","グローバルＸ　ＵＳ　ＲＥＩＴ","東ETF","1245.0","-23.0(-1.81%)","0.49"
"2019","グローバルＸ　米国優先証券","東ETF","1040.0","-9.0(-0.86%)","0.28"
"201A","ｉＳ　Ｎｉｆｔｙ５０インド株","東ETF","176.2","-0.4(-0.23%)","0.53"
"2031","ＮＮ香港ハンセン・ブルＥＴＮ","東ETF","8180.0","-207.0(-2.47%)","0.91"
"2032","ＮＮ香港ハンセン・ベアＥＴＮ","東ETF","6073.0","+73.0(+1.22%)","-0.18"
"2033","ＮＮ韓国ＫＯＳＰＩ・ブルＥＴＮ","東ETF","103100.0","+50.0(+0.05%)","1.67"
"2034","ＮＮ韓国ＫＯＳＰＩ・ベアＥＴＮ","東ETF","1954.0","+28.0(+1.45%)","-0.60"
"2036","ＮＮ金先物ダブルブルＥＴＮ","東ETF","180400.0","-5,000.0(-2.70%)","0.76"
"2037","ＮＮ金先物ベアＥＴＮ","東ETF","1218.0","+4.0(+0.33%)","-0.47"
"2038","ＮＮドバイ原油先物ブル","東ETF","3088.0","+125.0(+4.22%)","0.44"
"2039","ＮＮドバイ原油先物ベア","東ETF","476.0","-14.0(-2.86%)","-0.15"
"2040","ＮＮ　ＮＹダウ・ダブル・ブル","東ETF","34580.0","-770.0(-2.18%)","0.85"
"2041","ＮＮ　ＮＹダウ・ベアＥＴＮ","東ETF","2099.0","+28.0(+1.35%)","-0.52"
"2042","ＮＮ東証グロース２５０ＥＴＮ","東ETF","8291.0","-73.0(-0.87%)","0.90"
"2043","ＮＮ　ＳＴＯＸＸアセアン５０","東ETF","27900.0","+365.0(+1.33%)","0.25"
"2044","ＮＮ　Ｓ＆Ｐ５００配当貴族","東ETF","32470.0","-130.0(-0.40%)","0.56"
"2045","ＮＮ　Ｓ＆Ｐシンガポールリート","東ETF","19945.0","+0.0(+0.00%)","0.15"
"2046","ＮＮインド・ダブル・ブル","東ETF","23720.0","-775.0(-3.16%)","0.89"
"2047","ＮＮインドＮｉｆｔｙ・ベア","東ETF","3471.0","+0.0(+0.00%)","-0.14"
"2048","ＮＮ野村日本株高配当７０ＥＴＮ","東ETF","-","- (-%)","0.91"
"2050","ＮＮニッチトップ中小型ＥＴＮ","東ETF","32180.0","-130.0(-0.40%)","0.59"
"2053","中部飼料","東P","1793","-11.0(-0.61%)","0.71"
"2055","日和産業","東S","333","+4.0(+1.22%)","0.48"
"2058","ヒガシマル","福","986","+1.0(+0.10%)","0.06"
"2060","フィード・ワン","東P","1235","-18.0(-1.44%)","0.65"
"2065","ＮＮ　日本株配当貴族","東ETF","55000.0","+0.0(+0.00%)","0.55"
"2066","ＮＮ　東証ＲＥＩＴドルヘッジ","東ETF","24380.0","+0.0(+0.00%)","0.09"
"2067","ＮＮ野村ＡＩビジネス７０ＥＴＮ","東ETF","27485.0","-500.0(-1.79%)","0.74"
"2068","ＮＮ高ベータ３０ＥＴＮ","東ETF","-","- (-%)","0.06"
"2069","ＮＮ低ベータ５０ＥＴＮ","東ETF","-","- (-%)","0.09"
"2070","ＥＳＧ３０ 女性活躍ＥＴＮ","東ETF","-","- (-%)","0.30"
"2071","スマート ＥＳＧ３０総合ＥＴＮ","東ETF","-","- (-%)","0.51"
"2072","トップシェアインデックスＥＴＮ","東ETF","21250.0","+0.0(+0.00%)","0.39"
"2073","ＥＳＧ３０低カーボンＥＴＮ","東ETF","-","- (-%)","0.04"
"2080","ＰＢＲ１倍割れ解消推進ＥＴＦ","東ETF","1850.0","+5.0(+0.27%)","0.92"
"2081","政策保有解消推進ＥＴＦ","東ETF","1962.0","-28.0(-1.41%)","0.93"
"2082","投資家経営者一心同体ＥＴＦ","東ETF","1130.0","-6.0(-0.53%)","0.49"
"2083","ＮＦ　日本成長株アクティブ","東ETF","3560.0","-26.0(-0.73%)","1.00"
"2084","ＮＦ　日本高配当株アクティブ","東ETF","3540.0","-57.0(-1.58%)","0.83"
"2085","ＭＸＳ高配当日本株アクティブ","東ETF","716.0","-4.0(-0.56%)","0.64"
"2086","ＮＺＡＭ　Ｓ＆Ｐ５００有","東ETF","2952.0","-52.0(-1.73%)","0.43"
"2087","ＮＺＡＭ　ＮＡＳＤＡＱ１００有","東ETF","3417.0","-29.0(-0.84%)","0.56"
"2088","ＮＺＡＭ　ＮＹダウ３０有","東ETF","2475.0","-44.0(-1.75%)","0.26"
"2089","ＮＺＡＭ　ＤＡＸ有","東ETF","2637.0","-60.0(-2.22%)","0.59"
"208A","構造計画研究所ＨＬＤＧ","東S","2955","-55.0(-1.83%)","0.56"
"2090","ＮＺＡＭ　米国国債７−１０年有","東ETF","4329.0","-19.0(-0.44%)","0.01"
"2091","ＮＺＡＭ　ドイツ国債７−１０年","東ETF","4496.0","-26.0(-0.57%)","0.02"
"2092","ＮＺＡＭ　フランス国債７−１０","東ETF","4574.0","-34.0(-0.74%)","-0.06"
"2093","上場　Ｔｒａｃｅｒｓ　米国債無","東ETF","5269.0","+7.0(+0.13%)","0.10"
"2094","東証ＲＥＩＴインバース","東ETF","795.0","+11.0(+1.40%)","-0.24"
"2095","グローバルＸ　Ｓ＆Ｐ５００有","東ETF","1085.0","-15.0(-1.36%)","0.26"
"2096","グローバルＸ　オフィス・Ｊ−Ｒ","東ETF","1004.0","-9.0(-0.89%)","0.23"
"2097","グローバルＸ　レジデンシャル","東ETF","1012.0","-4.0(-0.39%)","0.18"
"2098","グローバルＸ　ホテル＆リテール","東ETF","969.0","-1.0(-0.10%)","0.28"
"2108","日本甜菜製糖","東P","4240","+0.0(+0.00%)","0.70"
"2109","ＤＭ三井製糖","東P","3340","+50.0(+1.52%)","0.39"
"210A","ｉＦ　日経高利回りＲＥＩＴ指数","東ETF","1616.0","-17.0(-1.04%)","0.28"
"2112","塩水港精糖","東S","437","-8.0(-1.80%)","0.66"
"2114","フジ日本","東S","615","+0.0(+0.00%)","0.23"
"2117","ウェルネオシュガー","東P","2637","-66.0(-2.44%)","0.50"
"2120","ＬＩＦＵＬＬ","東P","184","-2.0(-1.08%)","0.95"
"2121","ＭＩＸＩ","東P","2640","-22.0(-0.83%)","0.51"
"2122","インタースペース","東S","1253","+3.0(+0.24%)","0.16"
"2124","ジェイエイシーリクルートメント","東P","844","+12.0(+1.44%)","0.48"
"2127","日本Ｍ＆ＡセンターＨＬＤＧ","東P","633.4","-4.9(-0.77%)","0.91"
"2130","メンバーズ","東P","1170","+1.0(+0.09%)","0.70"
"2134","北浜キャピタルパートナーズ","東S","29","-2.0(-6.45%)","1.17"
"2136","ヒップ","東S","1410","+12.0(+0.86%)","0.64"
"2137","光ハイツ・ヴェラス","札A","720","+0.0(+0.00%)","0.11"
"2138","クルーズ","東S","518","+3.0(+0.58%)","0.88"
"2139","中広","東S","495","-5.0(-1.00%)","0.46"
"213A","上場インデックスファンド日経","東ETF","395.4","+19.3(+5.13%)","1.46"
"2146","ＵＴグループ","東P","176","-6.0(-3.30%)","1.11"
"2148","アイティメディア","東P","1222","-1.0(-0.08%)","0.66"
"2152","幼児活動研究会","東S","1385","+0.0(+0.00%)","0.21"
"2153","Ｅ・Ｊ　ＨＬＤＧ","東P","1652","-5.0(-0.30%)","0.68"
"2154","オープンアップグループ","東P","1865","+4.0(+0.21%)","0.90"
"2156","セーラー広告","東S","274","+0.0(+0.00%)","0.52"
"2157","コシダカＨＬＤＧ","東P","993","-21.0(-2.07%)","0.49"
"2158","ＦＲＯＮＴＥＯ","東G","639","-150.0(-19.01%)","1.12"
"2160","ジーエヌアイグループ","東G","2688","-267.0(-9.04%)","1.41"
"2162","ｎｍｓ　ＨＬＤＧ","東S","396","+1.0(+0.25%)","0.78"
"2163","アルトナー","東P","1909","-13.0(-0.68%)","0.73"
"2164","地域新聞社","東S","300","+6.0(+2.04%)","0.83"
"2168","パソナグループ","東P","1696","+6.0(+0.36%)","0.70"
"2169","ＣＤＳ","東S","1814","-2.0(-0.11%)","0.18"
"2170","リンクアンドモチベーション","東P","534","+2.0(+0.38%)","0.98"
"2172","インサイト","札","394","+0.0(+0.00%)","0.22"
"2173","博展","東G","737","-63.0(-7.88%)","0.89"
"2175","エス・エム・エス","東P","1895","+54.0(+2.93%)","0.84"
"2179","成学社","東S","790","+0.0(+0.00%)","0.33"
"2180","サニーサイドアップグループ","東S","1315","+0.0(+0.00%)","0.91"
"2181","パーソルＨＬＤＧ","東P","239.7","+3.4(+1.44%)","0.60"
"2183","リニカル","東S","223","-13.0(-5.51%)","0.62"
"2185","シイエム・シイ","東S","1879","+34.0(+1.84%)","0.48"
"2186","ソーバル","東S","907","+2.0(+0.22%)","0.40"
"2193","クックパッド","東S","126","+1.0(+0.80%)","0.61"
"2195","アミタＨＬＤＧ","東G","439","+27.0(+6.55%)","0.57"
"2198","アイ・ケイ・ケイＨＬＤＧ","東P","807","+3.0(+0.37%)","0.31"
"2201","森永製菓","東P","2477.5","-23.5(-0.94%)","0.33"
"2204","中村屋","東S","3110","-30.0(-0.96%)","0.31"
"2206","江崎グリコ","東P","5461.0","-56.0(-1.02%)","0.29"
"2207","ｍｅｉｔｏ","東P","2961","-129.0(-4.17%)","0.44"
"2208","ブルボン","東S","2883","-17.0(-0.59%)","0.30"
"2209","井村屋グループ","東P","2222","-16.0(-0.71%)","0.39"
"2211","不二家","東P","2330","-59.0(-2.47%)","0.25"
"2212","山崎製パン","東P","3110.0","-1.0(-0.03%)","0.29"
"2215","第一屋製パン","東S","621","+21.0(+3.50%)","0.72"
"2216","カンロ","東S","1071","-42.0(-3.77%)","0.63"
"2217","モロゾフ","東P","1499","-16.0(-1.06%)","0.48"
"2218","日糧製パン","札","2185","-13.0(-0.59%)","0.04"
"221A","ＭＸＳ日経半導体株上場投信","東ETF","1112.0","+38.5(+3.59%)","1.26"
"2220","亀田製菓","東P","1267","-38.0(-2.91%)","0.15"
"2221","岩塚製菓","東S","3070","-10.0(-0.32%)","0.26"
"2222","寿スピリッツ","東P","2060.0","-61.5(-2.90%)","0.81"
"2224","コモ","東S","3535","+5.0(+0.14%)","0.14"
"2226","湖池屋","東S","4660","-10.0(-0.21%)","0.33"
"2229","カルビー","東P","2930.0","+25.5(+0.88%)","0.35"
"2235","上場インデックスファンド米国無","東ETF","3405.0","-36.0(-1.05%)","0.72"
"2236","ＧＸ　Ｓ＆Ｐ５００　配当貴族","東ETF","1362.0","-17.0(-1.23%)","0.52"
"2237","ダイワ　Ｓ＆Ｐ５００　２ＬＥＶ","東ETF","115600.0","-2,900.0(-2.45%)","1.13"
"2238","ダイワ　Ｓ＆Ｐ５００　インバ","東ETF","5429.0","+65.0(+1.21%)","-0.70"
"2239","上場　Ｓ＆Ｐ５００　先物レバ２","東ETF","25600.0","-230.0(-0.89%)","1.05"
"223A","ＧＸ　ＡＩ＆ビッグデータ","東ETF","1722.0","-10.0(-0.58%)","1.09"
"2240","上場　Ｓ＆Ｐ５００　先物インバ","東ETF","5495.0","+60.0(+1.10%)","-0.59"
"2241","ＭＡＸＩＳ　ＮＹダウ上場投信","東ETF","870.0","-9.5(-1.08%)","0.61"
"2242","ＭＸＳ　ＮＹダウ為替ヘッジあり","東ETF","636.1","-9.9(-1.53%)","0.42"
"2243","グローバルＸ　半導体","東ETF","4321.0","-79.0(-1.80%)","1.39"
"2244","ＧＸ　ＵＳテック・トップ２０","東ETF","3440.0","-46.0(-1.32%)","1.07"
"2245","ＮＦ　ドイツ国債７−１０年あり","東ETF","703.9","-5.0(-0.71%)","-0.02"
"2246","ＮＦ　フランス国債７−１０年有","東ETF","709.4","+0.0(+0.00%)","-0.03"
"2247","ダイワ　Ｓ＆Ｐ５００無","東ETF","2200.0","-18.0(-0.81%)","0.72"
"2248","ダイワ　Ｓ＆Ｐ５００有","東ETF","2662.0","-31.0(-1.15%)","0.52"
"2249","ダイワ　Ｓ＆Ｐ５００　ダブル","東ETF","10190.0","+239.0(+2.40%)","-1.07"
"224A","ＧＸ　ウラニウムビジネス","東ETF","1810.0","-41.0(-2.22%)","1.28"
"2250","ｉＳ　ＭＳＣＩ　ジャパン気候","東ETF","344.4","-1.5(-0.43%)","0.76"
"2251","ＮＯＭ　ＪＰＸ国債先物　ダブル","東ETF","897.0","+0.0(+0.00%)","0.10"
"2252","グローバルＸ　米国中小型","東ETF","1338.0","-17.0(-1.25%)","0.74"
"2253","グローバルＸ　ＳＵＰＥＲＤＩＶ","東ETF","1306.0","-11.0(-0.84%)","0.43"
"2254","グローバルＸ　ＣＮ　ＥＶ＆ＢＡ","東ETF","1311.0","-21.0(-1.58%)","0.46"
"2255","ｉＳ　米国債２０年超　ＥＴＦ","東ETF","202.7","-1.6(-0.78%)","0.12"
"2256","ｉＳ　米国総合債券　ＥＴＦ","東ETF","221.6","-0.3(-0.14%)","0.17"
"2257","ｉＳ　米ドル建て投資適格社債","東ETF","223.2","-0.4(-0.18%)","0.17"
"2258","ｉＳ　米ドル建てハイイールド","東ETF","225.4","-0.4(-0.18%)","0.30"
"2259","ｉＳ　フランス国債　７−１０有","東ETF","183.5","-1.1(-0.60%)","-0.06"
"2264","森永乳業","東P","4552.0","+30.0(+0.66%)","0.37"
"2266","六甲バター","東P","1077","-22.0(-2.00%)","0.56"
"2267","ヤクルト本社","東P","2713.0","-48.5(-1.76%)","0.16"
"2268","Ｂ―Ｒ　サーティワン　アイス","東S","4085","+0.0(+0.00%)","0.19"
"2269","明治ＨＬＤＧ","東P","3634.0","-67.0(-1.81%)","0.20"
"2270","雪印メグミルク","東P","3375","-45.0(-1.32%)","0.32"
"2281","プリマハム","東P","2454","-53.0(-2.11%)","0.39"
"2282","日本ハム","東P","6099.0","-9.0(-0.15%)","0.30"
"2286","林兼産業","東S","832","-72.0(-7.96%)","0.44"
"2288","丸大食品","東P","2230","-63.0(-2.75%)","0.44"
"2291","福留ハム","東S","559","-6.0(-1.06%)","0.16"
"2292","Ｓ　ＦＯＯＤＳ","東P","2794","-47.0(-1.65%)","0.51"
"2293","滝沢ハム","東S","2675","+7.0(+0.26%)","0.13"
"2294","柿安本店","東P","2544","-39.0(-1.51%)","0.36"
"2296","伊藤ハム米久ＨＬＤＧ","東P","4885","-80.0(-1.61%)","0.42"
"2300","きょくとう","東S","500","-1.0(-0.20%)","0.33"
"2301","学情","東P","1574","-9.0(-0.57%)","0.79"
"2303","ドーン","東S","2690","+41.0(+1.55%)","0.54"
"2304","ＣＳＳ　ＨＬＤＧ","東S","927","-16.0(-1.70%)","0.79"
"2305","スタジオアリス","東S","1762","-14.0(-0.79%)","0.22"
"2307","クロスキャット","東P","905","-20.0(-2.16%)","1.03"
"2311","エプコ","東S","823","+9.0(+1.11%)","0.50"
"2315","ＣＡＩＣＡ　ＤＩＧＩＴＡＬ","東S","61","-1.0(-1.61%)","1.31"
"2317","システナ","東P","410","-2.0(-0.49%)","0.56"
"2321","ソフトフロントＨＬＤＧ","東G","169","+2.0(+1.20%)","1.21"
"2323","ｆｏｎｆｕｎ","東S","376","+33.0(+9.62%)","1.03"
"2325","ＮＪＳ","東P","4855","-215.0(-4.24%)","0.84"
"2326","デジタルアーツ","東P","4245","+5.0(+0.12%)","0.80"
"2327","日鉄ソリューションズ","東P","3522.0","+46.0(+1.32%)","0.46"
"2329","東北新社","東S","600","-8.0(-1.32%)","0.38"
"2330","フォーサイド","東S","78","+1.0(+1.30%)","1.25"
"2331","ＡＬＳＯＫ","東P","1114.5","+20.5(+1.87%)","0.36"
"2332","クエスト","東S","1950","+219.0(+12.65%)","0.76"
"2334","イオレ","東G","585","+42.0(+7.73%)","0.87"
"2335","キューブシステム","東P","1019","-1.0(-0.10%)","0.60"
"2337","いちご","東P","486","-3.0(-0.61%)","0.94"
"2338","クオンタムソリューションズ","東S","98","-5.0(-4.85%)","0.43"
"2340","極楽湯ＨＬＤＧ","東S","478","-2.0(-0.42%)","0.33"
"2341","アルバイトタイムス","東S","173","+6.0(+3.59%)","0.48"
"2342","トランスジェニックグループ","東S","250","+2.0(+0.81%)","1.04"
"2345","ＨＯＤＬ１","東S","239","+0.0(+0.00%)","1.23"
"2349","エヌアイデイ","東S","2292","-24.0(-1.04%)","0.22"
"2351","ＡＳＪ","東S","359","-8.0(-2.18%)","0.91"
"2353","日本駐車場開発","東P","247","-5.0(-1.98%)","0.66"
"2354","ＹＥ　ＤＩＧＩＴＡＬ","東S","889","+1.0(+0.11%)","0.98"
"2359","コア","東P","2044","-9.0(-0.44%)","0.74"
"2370","メディネット","東G","29","+1.0(+3.57%)","0.79"
"2371","カカクコム","東P","3427.0","-101.0(-2.86%)","0.79"
"2373","ケア２１","東S","410","-3.0(-0.73%)","0.33"
"2375","ギグワークス","東S","201","-1.0(-0.50%)","1.09"
"2376","サイネックス","東S","653","-6.0(-0.91%)","0.43"
"2378","ルネサンス","東P","1005","-5.0(-0.50%)","0.50"
"2379","ディップ","東P","1740","-44.0(-2.47%)","0.60"
"2384","ＳＢＳ　ＨＬＤＧ","東P","5020","+535.0(+11.93%)","0.62"
"2385","総医研ＨＬＤＧ","東G","255","-6.0(-2.30%)","1.00"
"2388","ウェッジＨＬＤＧ","東G","43","-4.0(-8.51%)","0.98"
"2391","プラネット","東S","1216","-4.0(-0.33%)","0.15"
"2393","日本ケアサプライ","東S","2247","-25.0(-1.10%)","0.39"
"2395","新日本科学","東P","1223","+3.0(+0.25%)","0.97"
"2404","鉄人化ＨＬＤＧ","東S","551","-2.0(-0.36%)","0.39"
"2408","ＫＧ情報","東S","784","+4.0(+0.51%)","0.62"
"2410","キャリアデザインセンター","東P","2481","-8.0(-0.32%)","0.69"
"2411","ゲンダイエージェンシー","東S","455","-1.0(-0.22%)","0.53"
"2413","エムスリー","東P","1355.5","+0.5(+0.04%)","0.68"
"2415","ヒューマンＨＬＤＧ","東S","1522","-10.0(-0.65%)","0.85"
"2418","ツカダ・グローバルＨＬＤＧ","東S","605","-10.0(-1.63%)","1.05"
"2424","ブラス","東S","599","-1.0(-0.17%)","0.50"
"2425","ケアサービス","東S","720","-13.0(-1.77%)","0.54"
"2428","ウェルネット","東S","619","+1.0(+0.16%)","0.89"
"2429","ワールドＨＬＤＧ","東P","2412","+6.0(+0.25%)","0.98"
"2432","ディー・エヌ・エー","東P","2720.0","+4.5(+0.17%)","0.80"
"2433","博報堂ＤＹ　ＨＬＤＧ","東P","1164.0","+53.5(+4.82%)","0.51"
"2435","シダー","東S","207","-2.0(-0.96%)","0.84"
"2436","共同ピーアール","東S","1042","+19.0(+1.86%)","0.79"
"2437","Ｓｈｉｎｗａ　Ｗｉｓｅ　ＨＬＤ","東S","439","-21.0(-4.57%)","0.65"
"2438","アスカネット","東G","323","-14.0(-4.15%)","0.84"
"2440","ぐるなび","東S","123","-3.0(-2.38%)","0.75"
"2445","タカミヤ","東S","412","-13.0(-3.06%)","0.73"
"2449","プラップジャパン","東S","1065","-11.0(-1.02%)","0.32"
"2454","オールアバウト","東S","361","+0.0(+0.00%)","0.54"
