
信用決済明細

取引区分指定,指定銘柄,決済開始年月日,決済終了年月日,明細数,明細指定開始,明細指定終了
"指定なし","指定なし","2025年09月26日","2026年06月06日","1544","1","1544"

決済損益合計
+6576901

（注）明細数および合計金額はご指定された期間の合計です。

決済日,銘柄,銘柄コード,決済市場,取引,期限,預り,課税,建市場,建日,買/売建,決済数量,建単価,決済単価,建代金,決済代金,新規建手数料,決済手数料,管理費,貸株料,金利,日数,逆日歩,消費税,書換料,諸費用計,受渡日,受渡金額/決済損益
"2026/01/22","五洋建設","1893 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/01/08","買建","200","1653.5","1670.7","330700","334140","--","--","--","--","355","14","--","--","--","355","2026/01/26","+3085"
"2026/01/22","五洋建設","1893 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2026/01/08","買建","100","1653.5","1670.7","165350","167070","--","--","--","--","177","14","--","--","--","177","2026/01/26","+1543"
"2026/01/22","五洋建設","1893 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2026/01/08","買建","100","1653.5","1670.6","165350","167060","--","--","--","--","177","14","--","--","--","177","2026/01/26","+1533"
"2026/01/22","五洋建設","1893 ","PTS（O）","信用返済売","無期限","特定","申告","PTS","2026/01/14","買建","100","1766.3","1670.6","176630","167060","--","--","--","--","149","11","--","--","--","149","2026/01/26","-9719"
"2026/01/22","弘電社","1948 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/01/20","買建","100","6300","6582","630000","658200","--","--","--","--","241","5","--","--","--","241","2026/01/26","+27959"
"2026/01/22","川崎重工業","7012 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/01/19","買建","100","14521","13913.5","1452100","1391350","--","--","--","--","668","6","--","--","--","668","2026/01/26","-61418"
"2026/01/26","豆蔵","202A ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/12/30","買建","100","3425","3540.5","342500","354050","--","--","--","--","604","23","--","--","--","604","2026/01/28","+10946"
"2026/01/26","豆蔵","202A ","PTS（J）","信用返済売","無期限","特定","申告","PTS","2026/01/21","買建","100","4139","3541","413900","354100","--","--","--","--","190","6","--","--","--","190","2026/01/28","-59990"
"2026/01/26","豆蔵","202A ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/12/30","買建","100","3430","3540.5","343000","354050","--","--","--","--","605","23","--","--","--","605","2026/01/28","+10445"
"2026/01/26","豆蔵","202A ","PTS（J）","信用返済売","無期限","特定","申告","PTS","2026/01/21","買建","100","4093","3541","409300","354100","--","--","--","--","188","6","--","--","--","188","2026/01/28","-55388"
"2026/01/26","伊勢化学工業","4107 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/01/22","買建","100","6156","6192","615600","619200","--","--","--","--","141","3","--","--","--","141","2026/01/28","+3459"
"2026/01/26","伊勢化学工業","4107 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/01/22","買建","100","6150","6193","615000","619300","--","--","--","--","141","3","--","--","--","141","2026/01/28","+4159"
"2026/01/26","パナソニック　ホールディングス","6752 ","東証","信用返済売","無期限","特定","申告","東証","2026/01/22","買建","100","2337.5","2184","233750","218400","--","--","--","--","53","3","--","--","--","53","2026/01/28","-15403"
"2026/01/26","パナソニック　ホールディングス","6752 ","PTS（J）","信用返済売","無期限","特定","申告","東証","2026/01/22","買建","100","2304","2184.2","230400","218420","--","--","--","--","53","3","--","--","--","53","2026/01/28","-12033"
"2026/01/26","パナソニック　ホールディングス","6752 ","PTS（J）","信用返済売","無期限","特定","申告","PTS","2026/01/22","買建","200","2324.8","2184.2","464960","436840","--","--","--","--","107","3","--","--","--","107","2026/01/28","-28227"
"2026/01/28","味の素","2802 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/01/19","買建","100","3636.9","3382.2","363690","338220","--","--","--","--","278","10","--","--","--","278","2026/01/30","-25748"
"2026/01/28","味の素","2802 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/01/20","買建","100","3722","3382.2","372200","338220","--","--","--","--","256","9","--","--","--","256","2026/01/30","-34236"
"2026/01/28","味の素","2802 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/01/19","買建","100","3643.9","3382.2","364390","338220","--","--","--","--","279","10","--","--","--","279","2026/01/30","-26449"
"2026/01/28","味の素","2802 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/01/19","買建","100","3653","3382.2","365300","338220","--","--","--","--","280","10","--","--","--","280","2026/01/30","-27360"
"2026/01/28","ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型","1570 ","PTS（X）","信用返済買","6ヶ月","特定","申告","PTS","2026/01/21","売建","1","46740","47555","46740","47555","--","--","--","11","--","8","10","--","--","21","2026/01/30","-836"
"2026/01/29","伊藤忠食品","2692 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/01/19","買建","100","12108","11101","1210800","1110100","--","--","--","--","1,207","13","--","--","--","1,207","2026/02/02","-101907"
"2026/01/29","日東紡績","3110 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/01/21","買建","100","16090","14894","1609000","1489400","--","--","--","--","1,357","11","--","--","--","1,357","2026/02/02","-120957"
"2026/01/29","古河電気工業","5801 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/01/20","買建","100","11200","13961","1120000","1396100","--","--","--","--","1,031","12","--","--","--","1,031","2026/02/02","+275069"
"2026/01/30","ナブテスコ","6268 ","東証","信用返済売","無期限","特定","申告","東証","2026/01/07","買建","100","4005","4178","400500","417800","--","--","--","--","798","26","--","--","--","798","2026/02/03","+16502"
"2026/02/02","マンダム","4917 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/01/19","買建","100","3170","3183.5","317000","318350","--","--","--","--","364","15","--","--","--","364","2026/02/04","+986"
"2026/02/02","マンダム","4917 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/01/19","買建","100","3170","3183","317000","318300","--","--","--","--","364","15","--","--","--","364","2026/02/04","+936"
"2026/02/02","マンダム","4917 ","PTS（J）","信用返済売","無期限","特定","申告","東証","2026/01/19","買建","100","3170","3181.5","317000","318150","--","--","--","--","364","15","--","--","--","364","2026/02/04","+786"
"2026/02/02","三井海洋開発","6269 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/01/28","買建","100","15005","14673","1500500","1467300","--","--","--","--","690","6","--","--","--","690","2026/02/04","-33890"
"2026/02/03","マンダム","4917 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/01/19","買建","100","3170","3180.5","317000","318050","--","--","--","--","389","16","--","--","--","389","2026/02/05","+661"
"2026/02/03","マンダム","4917 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/01/19","買建","100","3170","3180.5","317000","318050","--","--","--","--","389","16","--","--","--","389","2026/02/05","+661"
"2026/02/03","マンダム","4917 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/01/19","買建","100","3173.5","3180.5","317350","318050","--","--","--","--","389","16","--","--","--","389","2026/02/05","+311"
"2026/02/04","神戸物産","3038 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/01/26","買建","100","3871.5","3771.5","387150","377150","--","--","--","--","296","10","--","--","--","296","2026/02/06","-10296"
"2026/02/04","神戸物産","3038 ","PTS（O）","信用返済売","無期限","特定","申告","PTS","2026/01/26","買建","100","3871.6","3771.5","387160","377150","--","--","--","--","296","10","--","--","--","296","2026/02/06","-10306"
"2026/02/04","神戸物産","3038 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/01/26","買建","100","3872.2","3771.4","387220","377140","--","--","--","--","297","10","--","--","--","297","2026/02/06","-10377"
"2026/02/04","三菱電機","6503 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2025/12/29","買建","200","4617","5343.2","923400","1068640","--","--","110","--","2,337","33","--","--","--","2,447","2026/02/06","+142793"
"2026/02/04","三菱電機","6503 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/03","買建","100","4946.8","5343.2","494680","534320","--","--","--","--","75","2","--","--","--","75","2026/02/06","+39565"
"2026/02/04","ふくおかフィナンシャルグループ","8354 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/04","買建","100","6022.9","6027.6","602290","602760","--","--","--","--","46","1","--","--","--","46","2026/02/06","+424"
"2026/02/05","ＤＯＷＡホールディングス","5714 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/01/14","買建","100","8795.9","9145.1","879590","914510","--","--","--","--","1,686","25","--","--","--","1,686","2026/02/09","+33234"
"2026/02/06","弘電社","1948 ","東証","信用返済売","無期限","特定","申告","PTS","2026/01/30","買建","100","6379","6660","637900","666000","--","--","--","--","391","8","--","--","--","391","2026/02/10","+27709"
"2026/02/06","弘電社","1948 ","PTS（J）","信用返済売","無期限","特定","申告","東証","2026/01/30","買建","100","6350","6660","635000","666000","--","--","--","--","389","8","--","--","--","389","2026/02/10","+30611"
"2026/02/06","住友ファーマ","4506 ","PTS（J）","信用返済売","無期限","特定","申告","PTS","2026/01/26","買建","100","2318.3","2225.5","231830","222550","--","--","--","--","248","14","--","--","--","248","2026/02/10","-9528"
"2026/02/09","不二家","2211 ","PTS（O）","信用返済売","無期限","特定","申告","PTS","2026/02/09","買建","100","2581.8","2575","258180","257500","--","--","--","--","19","1","--","--","--","19","2026/02/12","-699"
"2026/02/09","不二家","2211 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/09","買建","100","2581.8","2575","258180","257500","--","--","--","--","19","1","--","--","--","19","2026/02/12","-699"
"2026/02/09","住友ファーマ","4506 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/01/26","買建","400","2318.3","2267.8","927320","907120","--","--","--","--","1,138","16","--","--","--","1,138","2026/02/12","-21338"
"2026/02/09","安川電機","6506 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/01/14","買建","100","5246.4","5269","524640","526900","--","--","--","--","1,126","28","--","--","--","1,126","2026/02/12","+1134"
"2026/02/10","テクノ菱和","1965 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2026/01/22","買建","100","8290","8931","829000","893100","--","--","--","--","1,208","19","--","--","--","1,208","2026/02/13","+62892"
"2026/02/10","テクノ菱和","1965 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/02/05","買建","100","7930","8930","793000","893000","--","--","--","--","304","5","--","--","--","304","2026/02/13","+99696"
"2026/02/10","伊藤忠食品","2692 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/01/29","買建","100","11119","11761","1111900","1176100","--","--","--","--","1,023","12","--","--","--","1,023","2026/02/13","+63177"
"2026/02/10","味の素","2802 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/01/28","買建","200","3383.4","4423.1","676680","884620","--","--","--","--","778","15","--","--","--","778","2026/02/13","+207162"
"2026/02/10","味の素","2802 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/01/28","買建","100","3383.5","4423.1","338350","442310","--","--","--","--","389","15","--","--","--","389","2026/02/13","+103571"
"2026/02/10","味の素","2802 ","PTS（O）","信用返済売","無期限","特定","申告","PTS","2026/01/28","買建","100","3383.4","4423.1","338340","442310","--","--","--","--","389","15","--","--","--","389","2026/02/13","+103581"
"2026/02/10","富士通","6702 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/02/04","買建","100","4061","4110.8","406100","411080","--","--","--","--","249","8","--","--","--","249","2026/02/13","+4731"
"2026/02/10","富士通","6702 ","PTS（O）","信用返済売","無期限","特定","申告","PTS","2026/02/02","買建","100","4377","4110.9","437700","411090","--","--","--","--","335","10","--","--","--","335","2026/02/13","-26945"
"2026/02/10","富士通","6702 ","PTS（O）","信用返済売","無期限","特定","申告","PTS","2026/02/02","買建","100","4377","4110.7","437700","411070","--","--","--","--","335","10","--","--","--","335","2026/02/13","-26965"
"2026/02/12","大成建設","1801 ","東証","信用返済売","無期限","特定","申告","PTS","2026/02/10","買建","100","18673","18780","1867300","1878000","--","--","--","--","572","4","--","--","--","572","2026/02/16","+10128"
"2026/02/12","不二家","2211 ","東証","信用返済売","無期限","特定","申告","PTS","2026/02/10","買建","100","2564","2569","256400","256900","--","--","--","--","78","4","--","--","--","78","2026/02/16","+422"
"2026/02/12","不二家","2211 ","PTS（O）","信用返済売","無期限","特定","申告","PTS","2026/02/10","買建","100","2564","2569.1","256400","256910","--","--","--","--","78","4","--","--","--","78","2026/02/16","+432"
"2026/02/12","不二家","2211 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/02/10","買建","100","2564","2569.1","256400","256910","--","--","--","--","78","4","--","--","--","78","2026/02/16","+432"
"2026/02/12","不二家","2211 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2026/02/10","買建","100","2564","2569.1","256400","256910","--","--","--","--","78","4","--","--","--","78","2026/02/16","+432"
"2026/02/12","ＪＭＤＣ","4483 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/10","買建","100","3707.5","3715.5","370750","371550","--","--","--","--","113","4","--","--","--","113","2026/02/16","+687"
"2026/02/12","ジャパンエンジンコーポレーション","6016 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/10","買建","100","14299","14308","1429900","1430800","--","--","--","--","438","4","--","--","--","438","2026/02/16","+462"
"2026/02/13","キオクシアホールディングス","285A ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/12","買建","100","20846.5","22567","2084650","2256700","--","--","--","--","319","2","--","--","--","319","2026/02/17","+171731"
"2026/02/13","日東紡績","3110 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/02/04","買建","100","16390","20030","1639000","2003000","--","--","--","--","1,508","12","--","--","--","1,508","2026/02/17","+362492"
"2026/02/13","エーザイ","4523 ","PTS（O）","信用返済売","無期限","特定","申告","PTS","2026/02/13","買建","100","5031.8","5053.8","503180","505380","--","--","--","--","38","1","--","--","--","38","2026/02/17","+2162"
"2026/02/13","エーザイ","4523 ","PTS（O）","信用返済売","無期限","特定","申告","PTS","2026/02/13","買建","100","5031.9","5053.9","503190","505390","--","--","--","--","38","1","--","--","--","38","2026/02/17","+2162"
"2026/02/13","ジャパンマテリアル","6055 ","東証","信用返済売","無期限","特定","申告","東証","2026/01/16","買建","100","1588","1958","158800","195800","--","--","--","--","353","29","--","--","--","353","2026/02/17","+36647"
"2026/02/13","ジャパンマテリアル","6055 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/01/16","買建","100","1588","1958.2","158800","195820","--","--","--","--","353","29","--","--","--","353","2026/02/17","+36667"
"2026/02/13","ジャパンマテリアル","6055 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/01/16","買建","100","1588","1958.5","158800","195850","--","--","--","--","353","29","--","--","--","353","2026/02/17","+36697"
"2026/02/13","ジャパンマテリアル","6055 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/01/16","買建","100","1588","1958.1","158800","195810","--","--","--","--","353","29","--","--","--","353","2026/02/17","+36657"
"2026/02/13","ジャパンマテリアル","6055 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/01/16","買建","100","1588","1958.6","158800","195860","--","--","--","--","353","29","--","--","--","353","2026/02/17","+36707"
"2026/02/13","ジャパンマテリアル","6055 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2026/01/16","買建","100","1588","1958.3","158800","195830","--","--","--","--","353","29","--","--","--","353","2026/02/17","+36677"
"2026/02/13","ジャパンマテリアル","6055 ","東証","信用返済売","無期限","特定","申告","東証","2026/02/09","買建","200","1730","1957","346000","391400","--","--","--","--","159","6","--","--","--","159","2026/02/17","+45241"
"2026/02/13","ジャパンマテリアル","6055 ","東証","信用返済売","無期限","特定","申告","PTS","2026/02/09","買建","100","1739.9","1957","173990","195700","--","--","--","--","80","6","--","--","--","80","2026/02/17","+21630"
"2026/02/13","ジャパンマテリアル","6055 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2026/01/16","買建","100","1588","1958.5","158800","195850","--","--","--","--","353","29","--","--","--","353","2026/02/17","+36697"
"2026/02/13","三菱化工機","6331 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/09","買建","100","3547.5","3420.5","354750","342050","--","--","--","--","163","6","--","--","--","163","2026/02/17","-12863"
"2026/02/13","三菱化工機","6331 ","PTS（O）","信用返済売","無期限","特定","申告","PTS","2026/02/06","買建","100","3509.5","3420.5","350950","342050","--","--","--","--","215","8","--","--","--","215","2026/02/17","-9115"
"2026/02/13","三菱化工機","6331 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/02/12","買建","100","3620","3420.5","362000","342050","--","--","--","--","55","2","--","--","--","55","2026/02/17","-20005"
"2026/02/13","三菱化工機","6331 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/06","買建","100","3509.5","3421","350950","342100","--","--","--","--","215","8","--","--","--","215","2026/02/17","-9065"
"2026/02/16","弘電社","1948 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/16","買建","100","6229","6201","622900","620100","--","--","--","--","47","1","--","--","--","47","2026/02/18","-2847"
"2026/02/16","ニッポン高度紙工業","3891 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/16","買建","100","3763.5","3750","376350","375000","--","--","--","--","28","1","--","--","--","28","2026/02/18","-1378"
"2026/02/16","ラサ工業","4022 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/12","買建","100","8679","9993","867900","999300","--","--","--","--","199","3","--","--","--","199","2026/02/18","+131201"
"2026/02/16","ラサ工業","4022 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/02/03","買建","100","7560","9993","756000","999300","--","--","--","--","811","14","--","--","--","811","2026/02/18","+242489"
"2026/02/16","ラサ工業","4022 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/06","買建","100","7689","9993","768900","999300","--","--","--","--","530","9","--","--","--","530","2026/02/18","+229870"
"2026/02/16","ジャパンエンジンコーポレーション","6016 ","PTS（J）","信用返済売","無期限","特定","申告","PTS","2026/02/16","買建","100","15193","15096","1519300","1509600","--","--","--","--","116","1","--","--","--","116","2026/02/18","-9816"
"2026/02/16","三井海洋開発","6269 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2026/02/13","買建","100","16205","14490.5","1620500","1449050","--","--","--","--","248","2","--","--","--","248","2026/02/18","-171698"
"2026/02/16","アズビル","6845 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/16","買建","100","1311.3","1311.4","131130","131140","--","--","--","--","10","1","--","--","--","10","2026/02/18","--"
"2026/02/16","アズビル","6845 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/16","買建","100","1311.4","1311.3","131140","131130","--","--","--","--","10","1","--","--","--","10","2026/02/18","-20"
"2026/02/16","アズビル","6845 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/16","買建","100","1311.5","1311.4","131150","131140","--","--","--","--","10","1","--","--","--","10","2026/02/18","-20"
"2026/02/16","アズビル","6845 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/16","買建","100","1311.5","1311.3","131150","131130","--","--","--","--","10","1","--","--","--","10","2026/02/18","-30"
"2026/02/16","ＴＯＰＰＡＮホールディングス","7911 ","PTS（O）","信用返済売","無期限","特定","申告","PTS","2026/02/13","買建","200","4871.3","4578.1","974260","915620","--","--","--","--","149","2","--","--","--","149","2026/02/18","-58789"
"2026/02/16","ＴＯＰＰＡＮホールディングス","7911 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/13","買建","100","4871.2","4578.1","487120","457810","--","--","--","--","74","2","--","--","--","74","2026/02/18","-29384"
"2026/02/16","三井物産","8031 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/02/12","買建","100","5807","5544.5","580700","554450","--","--","--","--","133","3","--","--","--","133","2026/02/18","-26383"
"2026/02/16","ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型","1570 ","東証","信用返済買","6ヶ月","特定","申告","東証","2025/11/18","売建","5","40800","54670","204000","273350","--","--","1100","559","--","91","900","--","--","2,559","2026/02/18","-71909"
"2026/02/16","ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型","1570 ","東証","信用返済買","6ヶ月","特定","申告","東証","2025/11/19","売建","1","41030","54670","41030","54670","--","--","660","111","--","90","180","--","--","951","2026/02/18","-14591"
"2026/02/16","ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型","1570 ","東証","信用返済買","6ヶ月","特定","申告","PTS","2025/12/26","売建","18","43710","54670","786780","984060","--","--","1100","1,209","--","51","1,890","--","--","4,199","2026/02/18","-201479"
"2026/02/16","ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型","1570 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/02/13","売建","1","55280","54670","55280","54670","--","--","--","3","--","2","--","--","--","3","2026/02/18","+607"
"2026/02/17","日鉄鉱業","1515 ","東証","信用返済売","無期限","特定","申告","東証","2026/02/12","買建","200","4500","3800","900000","760000","--","--","--","--","276","4","--","--","--","276","2026/02/19","-140276"
"2026/02/17","Ｋ＆Ｏエナジーグループ","1663 ","東証","信用返済売","無期限","特定","申告","PTS","2026/02/17","買建","100","5018","4865","501800","486500","--","--","--","--","38","1","--","--","--","38","2026/02/19","-15338"
"2026/02/17","味の素","2802 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/13","買建","100","4458.8","4602.4","445880","460240","--","--","--","--","102","3","--","--","--","102","2026/02/19","+14258"
"2026/02/17","味の素","2802 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/13","買建","100","4458.9","4602.4","445890","460240","--","--","--","--","102","3","--","--","--","102","2026/02/19","+14248"
"2026/02/17","味の素","2802 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/13","買建","100","4458.5","4602.4","445850","460240","--","--","--","--","102","3","--","--","--","102","2026/02/19","+14288"
"2026/02/17","ニッポン高度紙工業","3891 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/16","買建","200","3764","3850","752800","770000","--","--","--","--","115","2","--","--","--","115","2026/02/19","+17085"
"2026/02/17","伊勢化学工業","4107 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/16","買建","100","7039","6762","703900","676200","--","--","--","--","107","2","--","--","--","107","2026/02/19","-27807"
"2026/02/17","伊勢化学工業","4107 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/02/03","買建","100","6550","6762","655000","676200","--","--","--","--","753","15","--","--","--","753","2026/02/19","+20447"
"2026/02/17","伊勢化学工業","4107 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/02/03","買建","100","6560","6762","656000","676200","--","--","--","--","754","15","--","--","--","754","2026/02/19","+19446"
"2026/02/17","ジャパンマテリアル","6055 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/13","買建","100","1989.9","2050","198990","205000","--","--","--","--","45","3","--","--","--","45","2026/02/19","+5965"
"2026/02/17","ジャパンマテリアル","6055 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/13","買建","100","1990.1","2050","199010","205000","--","--","--","--","45","3","--","--","--","45","2026/02/19","+5945"
"2026/02/17","ジャパンマテリアル","6055 ","PTS（J）","信用返済売","無期限","特定","申告","PTS","2026/02/13","買建","100","1989.9","2049.6","198990","204960","--","--","--","--","45","3","--","--","--","45","2026/02/19","+5925"
"2026/02/17","ジャパンマテリアル","6055 ","PTS（O）","信用返済売","無期限","特定","申告","PTS","2026/02/13","買建","100","1990","2049.5","199000","204950","--","--","--","--","45","3","--","--","--","45","2026/02/19","+5905"
"2026/02/17","ジャパンマテリアル","6055 ","PTS（O）","信用返済売","無期限","特定","申告","PTS","2026/02/13","買建","100","1990.2","2049.8","199020","204980","--","--","--","--","45","3","--","--","--","45","2026/02/19","+5915"
"2026/02/17","ジャパンマテリアル","6055 ","PTS（J）","信用返済売","無期限","特定","申告","PTS","2026/02/13","買建","100","1990","2049.6","199000","204960","--","--","--","--","45","3","--","--","--","45","2026/02/19","+5915"
"2026/02/18","日東紡績","3110 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/16","買建","100","20695","21060","2069500","2106000","--","--","--","--","476","3","--","--","--","476","2026/02/20","+36024"
"2026/02/18","ジャパンエンジンコーポレーション","6016 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/02/17","買建","100","15640","15805","1564000","1580500","--","--","--","--","239","2","--","--","--","239","2026/02/20","+16261"
"2026/02/19","双日","2768 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/10","買建","100","6342.5","6859","634250","685900","--","--","--","--","583","12","--","--","--","583","2026/02/24","+51067"
"2026/02/19","伊勢化学工業","4107 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/02/18","買建","100","7500","7270","750000","727000","--","--","--","--","287","5","--","--","--","287","2026/02/24","-23287"
"2026/02/19","オルガノ","6368 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/02/13","買建","100","15550","16573.5","1555000","1657350","--","--","--","--","954","8","--","--","--","954","2026/02/24","+101396"
"2026/02/19","ＴＤＫ","6762 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/02/18","買建","100","2433.5","2377.5","243350","237750","--","--","--","--","93","5","--","--","--","93","2026/02/24","-5693"
"2026/02/19","ＴＤＫ","6762 ","PTS（X）","信用返済売","無期限","特定","申告","東証","2026/02/18","買建","100","2433.5","2409.2","243350","240920","--","--","--","--","93","5","--","--","--","93","2026/02/24","-2523"
"2026/02/19","ＴＤＫ","6762 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2026/02/18","買建","100","2433.5","2410.7","243350","241070","--","--","--","--","93","5","--","--","--","93","2026/02/24","-2373"
"2026/02/19","村田製作所","6981 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/18","買建","200","3595.8","3617.3","719160","723460","--","--","--","--","275","5","--","--","--","275","2026/02/24","+4025"
"2026/02/20","五洋建設","1893 ","PTS（O）","信用返済売","無期限","特定","申告","PTS","2026/02/09","買建","200","1908.9","2033.5","381780","406700","--","--","--","--","410","14","--","--","--","410","2026/02/25","+24510"
"2026/02/20","五洋建設","1893 ","東証","信用返済売","無期限","特定","申告","PTS","2026/02/09","買建","100","1910","2033.5","191000","203350","--","--","--","--","205","14","--","--","--","205","2026/02/25","+12145"
"2026/02/20","五洋建設","1893 ","東証","信用返済売","無期限","特定","申告","PTS","2026/02/09","買建","100","1909.1","2033.5","190910","203350","--","--","--","--","205","14","--","--","--","205","2026/02/25","+12235"
"2026/02/20","五洋建設","1893 ","東証","信用返済売","無期限","特定","申告","PTS","2026/02/09","買建","100","1911.5","2033.5","191150","203350","--","--","--","--","205","14","--","--","--","205","2026/02/25","+11995"
"2026/02/20","五洋建設","1893 ","東証","信用返済売","無期限","特定","申告","PTS","2026/02/09","買建","100","1911.4","2033.5","191140","203350","--","--","--","--","205","14","--","--","--","205","2026/02/25","+12005"
"2026/02/20","日本製鋼所","5631 ","PTS（O）","信用返済売","無期限","特定","申告","東証","2026/02/16","買建","100","9375","9979.1","937500","997910","--","--","--","--","575","8","--","--","--","575","2026/02/25","+59835"
"2026/02/20","三菱化工機","6331 ","PTS（O）","信用返済売","無期限","特定","申告","PTS","2026/02/19","買建","100","3814.5","3872","381450","387200","--","--","--","--","58","2","--","--","--","58","2026/02/25","+5692"
"2026/02/20","三菱化工機","6331 ","PTS（X）","信用返済売","無期限","特定","申告","PTS","2026/02/19","買建","100","3814.5","3873","381450","387300","--","--","--","--","58","2","--","--","--","58","2026/02/25","+5792"
